assembly_accession_version	binding_status	annotation_object_id	annotation_path	annotation_view_paths	annotation_accession_version	annotation_provider	annotation_format	annotation_feature_rows	assembly_bgzf_path	assembly_fai_path	accepted_candidate_count	reason
GCF_004115215.2	EXACT_DICTIONARY	d72c3b17daeae11f1ae5e8a27061cc72887188b14b1bf584fc18af4c6fdfb977	/moosefs/erikg/vgp/objects/sha256/d7/2c/d72c3b17daeae11f1ae5e8a27061cc72887188b14b1bf584fc18af4c6fdfb977	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_004115215.2/NCBI_Ornithorhynchus_anatinus_Annotation_Release_105/GCF_004115215.2_mOrnAna1.pri.v4_genomic.gff.gz""]"	NCBI Ornithorhynchus anatinus Annotation Release 105	NCBI RefSeq	GFF3	1169978	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/115/215/GCF_004115215.2/GCF_004115215.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/115/215/GCF_004115215.2/GCF_004115215.2.fa.gz.fai	4	all 322 annotation sequence names and lengths match the target FAI
GCF_004115265.2	EXACT_DICTIONARY	8baf84a4b8b85fdc8a0669942e7e578b1bec40b1212134b1adfa88ec0028b62c	/moosefs/erikg/vgp/objects/sha256/8b/af/8baf84a4b8b85fdc8a0669942e7e578b1bec40b1212134b1adfa88ec0028b62c	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_004115265.2/GCF_004115265.2-RS_2023_02/GCF_004115265.2_mRhiFer1_v1.p_genomic.gff.gz""]"	GCF_004115265.2-RS_2023_02	NCBI RefSeq	GFF3	1366598	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/115/265/GCF_004115265.2/GCF_004115265.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/115/265/GCF_004115265.2/GCF_004115265.2.fa.gz.fai	4	all 134 annotation sequence names and lengths match the target FAI
GCF_004126475.2	EXACT_DICTIONARY	b4798d38a345dbb7f7470693b267b84f824b9a1132782ff1f78d59e54f81febd	/moosefs/erikg/vgp/objects/sha256/b4/79/b4798d38a345dbb7f7470693b267b84f824b9a1132782ff1f78d59e54f81febd	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_004126475.2/NCBI_Phyllostomus_discolor_Annotation_Release_101/GCF_004126475.2_mPhyDis1.pri.v3_genomic.gff.gz""]"	NCBI Phyllostomus discolor Annotation Release 101	NCBI RefSeq	GFF3	1336635	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/126/475/GCF_004126475.2/GCF_004126475.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/004/126/475/GCF_004126475.2/GCF_004126475.2.fa.gz.fai	5	all 77 annotation sequence names and lengths match the target FAI
GCF_007364275.1	EXACT_DICTIONARY	88f2f92424182100a3b155eb631e1211a44cdebb5860fe40034507ee7cc953da	/moosefs/erikg/vgp/objects/sha256/88/f2/88f2f92424182100a3b155eb631e1211a44cdebb5860fe40034507ee7cc953da	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_007364275.1/GCF_007364275.1-RS_2025_07/GCF_007364275.1_fArcCen1_genomic.gff.gz""]"	GCF_007364275.1-RS_2025_07	NCBI RefSeq	GFF3	1102536	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/007/364/275/GCF_007364275.1/GCF_007364275.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/007/364/275/GCF_007364275.1/GCF_007364275.1.fa.gz.fai	5	all 188 annotation sequence names and lengths match the target FAI
GCF_007399415.2	EXACT_DICTIONARY	e009274d6d3e26215d1104cc088f3db7fe196491d0a1cd9dc0ce1b29f787b0ca	/moosefs/erikg/vgp/objects/sha256/e0/09/e009274d6d3e26215d1104cc088f3db7fe196491d0a1cd9dc0ce1b29f787b0ca	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_007399415.2/NCBI_Gopherus_evgoodei_Annotation_Release_100/GCF_007399415.2_rGopEvg1_v1.p_genomic.gff.gz""]"	NCBI Gopherus evgoodei Annotation Release 100	NCBI RefSeq	GFF3	1462880	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/007/399/415/GCF_007399415.2/GCF_007399415.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/007/399/415/GCF_007399415.2/GCF_007399415.2.fa.gz.fai	5	all 383 annotation sequence names and lengths match the target FAI
GCF_007474595.2	EXACT_DICTIONARY	1aac257cf1dccf346a2b3412e21ced0ca138b0dd248884f1c0b1a728080ef7c4	/moosefs/erikg/vgp/objects/sha256/1a/ac/1aac257cf1dccf346a2b3412e21ced0ca138b0dd248884f1c0b1a728080ef7c4	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_007474595.2/NCBI_Lynx_canadensis_Annotation_Release_102/GCF_007474595.2_mLynCan4.pri.v2_genomic.gff.gz""]"	NCBI Lynx canadensis Annotation Release 102	NCBI RefSeq	GFF3	1183223	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/007/474/595/GCF_007474595.2/GCF_007474595.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/007/474/595/GCF_007474595.2/GCF_007474595.2.fa.gz.fai	4	all 54 annotation sequence names and lengths match the target FAI
GCF_008692025.1	EXACT_DICTIONARY	137a9b4e67f45333bf6692f71df4d165ef35b441c657f81b9058fd080b0f6ff9	/moosefs/erikg/vgp/objects/sha256/13/7a/137a9b4e67f45333bf6692f71df4d165ef35b441c657f81b9058fd080b0f6ff9	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_008692025.1/NCBI_Phocoena_sinus_Annotation_Release_100/GCF_008692025.1_mPhoSin1.pri_genomic.gff.gz""]"	NCBI Phocoena sinus Annotation Release 100	NCBI RefSeq	GFF3	1483391	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/008/692/025/GCF_008692025.1/GCF_008692025.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/008/692/025/GCF_008692025.1/GCF_008692025.1.fa.gz.fai	5	all 64 annotation sequence names and lengths match the target FAI
GCF_009650955.1	EXACT_DICTIONARY	97b24a3861a28acecc9f7c17690d6f273094cb737501f5b56f436f800d1995eb	/moosefs/erikg/vgp/objects/sha256/97/b2/97b24a3861a28acecc9f7c17690d6f273094cb737501f5b56f436f800d1995eb	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009650955.1/NCBI_Corvus_moneduloides_Annotation_Release_100/GCF_009650955.1_bCorMon1.pri_genomic.gff.gz""]"	NCBI Corvus moneduloides Annotation Release 100	NCBI RefSeq	GFF3	1372303	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/650/955/GCF_009650955.1/GCF_009650955.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/650/955/GCF_009650955.1/GCF_009650955.1.fa.gz.fai	5	all 105 annotation sequence names and lengths match the target FAI
GCF_009762305.2	EXACT_DICTIONARY	8fff04ad34cecad430ecb4e959691808463366b89707fb3655caaae9519775b4	/moosefs/erikg/vgp/objects/sha256/8f/ff/8fff04ad34cecad430ecb4e959691808463366b89707fb3655caaae9519775b4	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009762305.2/NCBI_Zalophus_californianus_Annotation_Release_101/GCF_009762305.2_mZalCal1.pri.v2_genomic.gff.gz""]"	NCBI Zalophus californianus Annotation Release 101	NCBI RefSeq	GFF3	1717070	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz.fai	5	all 47 annotation sequence names and lengths match the target FAI
GCF_009762535.1	EXACT_DICTIONARY	60359eada4010d6a681f9eee49fc9071d6fa6560b9affbab7f227cb85fbe17ed	/moosefs/erikg/vgp/objects/sha256/60/35/60359eada4010d6a681f9eee49fc9071d6fa6560b9affbab7f227cb85fbe17ed	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009762535.1/NCBI_Notolabrus_celidotus_Annotation_Release_100/GCF_009762535.1_fNotCel1.pri_genomic.gff.gz""]"	NCBI Notolabrus celidotus Annotation Release 100	NCBI RefSeq	GFF3	1095660	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz.fai	5	all 467 annotation sequence names and lengths match the target FAI
GCF_009764475.1	EXACT_DICTIONARY	3536b83d74a7aabd77fbf2183dd53686cb8188ecc2220d2899248a7b88b5176a	/moosefs/erikg/vgp/objects/sha256/35/36/3536b83d74a7aabd77fbf2183dd53686cb8188ecc2220d2899248a7b88b5176a	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009764475.1/GCF_009764475.1-RS_2023_02/GCF_009764475.1_sPriPec2.1.pri_genomic.gff.gz""]"	GCF_009764475.1-RS_2023_02	NCBI RefSeq	GFF3	1076869	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz.fai	4	all 172 annotation sequence names and lengths match the target FAI
GCF_009764565.3	EXACT_DICTIONARY	49c37e766c9ca9a473edc499ee363498a384bc6f0495c839a28d26a0547aac2d	/moosefs/erikg/vgp/objects/sha256/49/c3/49c37e766c9ca9a473edc499ee363498a384bc6f0495c839a28d26a0547aac2d	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009764565.3/NCBI_Dermochelys_coriacea_Annotation_Release_101/GCF_009764565.3_rDerCor1.pri.v4_genomic.gff.gz""]"	NCBI Dermochelys coriacea Annotation Release 101	NCBI RefSeq	GFF3	1860457	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz.fai	4	all 40 annotation sequence names and lengths match the target FAI
GCF_009769535.1	EXACT_DICTIONARY	7557b4a61d2f3edca01aa37c4004ce74e6cc9f09c7d0c27b845fc2440c61a391	/moosefs/erikg/vgp/objects/sha256/75/57/7557b4a61d2f3edca01aa37c4004ce74e6cc9f09c7d0c27b845fc2440c61a391	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009769535.1/NCBI_Thamnophis_elegans_Annotation_Release_100/GCF_009769535.1_rThaEle1.pri_genomic.gff.gz""]"	NCBI Thamnophis elegans Annotation Release 100	NCBI RefSeq	GFF3	814997	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz.fai	5	all 365 annotation sequence names and lengths match the target FAI
GCF_009769545.1	EXACT_DICTIONARY	01cc750423355e563701165e381ba22fbb1f480a9bf92c86584dbe588d49ab2e	/moosefs/erikg/vgp/objects/sha256/01/cc/01cc750423355e563701165e381ba22fbb1f480a9bf92c86584dbe588d49ab2e	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009769545.1/NCBI_Cyclopterus_lumpus_Annotation_Release_100/GCF_009769545.1_fCycLum1.pri_genomic.gff.gz""]"	NCBI Cyclopterus lumpus Annotation Release 100	NCBI RefSeq	GFF3	1100244	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz.fai	5	all 48 annotation sequence names and lengths match the target FAI
GCF_009769625.2	EXACT_DICTIONARY	97d78ea4ca33a03eea3996bbf37e8a9c68c517f5cebd44702e634b2a788c8ba4	/moosefs/erikg/vgp/objects/sha256/97/d7/97d78ea4ca33a03eea3996bbf37e8a9c68c517f5cebd44702e634b2a788c8ba4	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009769625.2/NCBI_Cygnus_olor_Annotation_Release_100/GCF_009769625.2_bCygOlo1.pri.v2_genomic.gff.gz""]"	NCBI Cygnus olor Annotation Release 100	NCBI RefSeq	GFF3	1502770	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz.fai	5	all 171 annotation sequence names and lengths match the target FAI
GCF_009819535.1	EXACT_DICTIONARY	043feae0510e1c60c1cf968bc29b92a6657fcdefaf079000bb0454c422c29c78	/moosefs/erikg/vgp/objects/sha256/04/3f/043feae0510e1c60c1cf968bc29b92a6657fcdefaf079000bb0454c422c29c78	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009819535.1/NCBI_Lacerta_agilis_Annotation_Release_100/GCF_009819535.1_rLacAgi1.pri_genomic.gff.gz""]"	NCBI Lacerta agilis Annotation Release 100	NCBI RefSeq	GFF3	1125201	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz.fai	5	all 29 annotation sequence names and lengths match the target FAI
GCF_009819655.1	EXACT_DICTIONARY	165f8d429759625db8dce6fa583d701126b802ff7e8acf7876996df0835243b5	/moosefs/erikg/vgp/objects/sha256/16/5f/165f8d429759625db8dce6fa583d701126b802ff7e8acf7876996df0835243b5	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009819655.1/GCF_009819655.1-RS_2024_07/GCF_009819655.1_bSylAtr1.pri_genomic.gff.gz""]"	GCF_009819655.1-RS_2024_07	NCBI RefSeq	GFF3	799539	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz.fai	4	all 190 annotation sequence names and lengths match the target FAI
GCF_009819705.1	EXACT_DICTIONARY	7a6c737abe5fc8e6013d68e7c244bc80ecf97895b92a0c4854040723f962a824	/moosefs/erikg/vgp/objects/sha256/7a/6c/7a6c737abe5fc8e6013d68e7c244bc80ecf97895b92a0c4854040723f962a824	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009819705.1/NCBI_Hippoglossus_hippoglossus_Annotation_Release_100/GCF_009819705.1_fHipHip1.pri_genomic.gff.gz""]"	NCBI Hippoglossus hippoglossus Annotation Release 100	NCBI RefSeq	GFF3	1500947	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz.fai	5	all 57 annotation sequence names and lengths match the target FAI
GCF_009819795.1	EXACT_DICTIONARY	7a3432eddc42bac7756aadc69e6daa039a6bc14f14ed9aa1896fa0d38cc39e65	/moosefs/erikg/vgp/objects/sha256/7a/34/7a3432eddc42bac7756aadc69e6daa039a6bc14f14ed9aa1896fa0d38cc39e65	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009819795.1/NCBI_Aythya_fuligula_Annotation_Release_100/GCF_009819795.1_bAytFul2.pri_genomic.gff.gz""]"	NCBI Aythya fuligula Annotation Release 100	NCBI RefSeq	GFF3	826677	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz.fai	4	all 105 annotation sequence names and lengths match the target FAI
GCF_009819885.2	EXACT_DICTIONARY	79326387fc2657b11d68fd916017ce29fb736534c0727f46f4e242f382ff6ec7	/moosefs/erikg/vgp/objects/sha256/79/32/79326387fc2657b11d68fd916017ce29fb736534c0727f46f4e242f382ff6ec7	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009819885.2/NCBI_Catharus_ustulatus_Annotation_Release_101/GCF_009819885.2_bCatUst1.pri.v2_genomic.gff.gz""]"	NCBI Catharus ustulatus Annotation Release 101	NCBI RefSeq	GFF3	1091895	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz.fai	4	all 160 annotation sequence names and lengths match the target FAI
GCF_009829125.3	EXACT_DICTIONARY	96a22b6052da978ce207c262d2320ca3c89391f7d3c30c4cdcc3f8f2e66d3416	/moosefs/erikg/vgp/objects/sha256/96/a2/96a22b6052da978ce207c262d2320ca3c89391f7d3c30c4cdcc3f8f2e66d3416	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009829125.3/GCF_009829125.3-RS_2023_04/GCF_009829125.3_fPerMag1.2.pri_genomic.gff.gz""]"	GCF_009829125.3-RS_2023_04	NCBI RefSeq	GFF3	882791	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz.fai	4	all 122 annotation sequence names and lengths match the target FAI
GCF_009829145.1	EXACT_DICTIONARY	2c10e10ff753fddfdd6467b9c00cc8027a5c5dcb52a0ff05408d9bb42b2cba24	/moosefs/erikg/vgp/objects/sha256/2c/10/2c10e10ff753fddfdd6467b9c00cc8027a5c5dcb52a0ff05408d9bb42b2cba24	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009829145.1/NCBI_Chiroxiphia_lanceolata_Annotation_Release_100/GCF_009829145.1_bChiLan1.pri_genomic.gff.gz""]"	NCBI Chiroxiphia lanceolata Annotation Release 100	NCBI RefSeq	GFF3	1204706	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz.fai	5	all 93 annotation sequence names and lengths match the target FAI
GCF_009829155.1	EXACT_DICTIONARY	18c81c5ab928c5bcd04f165d8f011728dfefa0df22f30b6c20093165ebd1a9a7	/moosefs/erikg/vgp/objects/sha256/18/c8/18c81c5ab928c5bcd04f165d8f011728dfefa0df22f30b6c20093165ebd1a9a7	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009829155.1/NCBI_Mustela_erminea_Annotation_Release_100/GCF_009829155.1_mMusErm1.Pri_genomic.gff.gz""]"	NCBI Mustela erminea Annotation Release 100	NCBI RefSeq	GFF3	1778924	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz.fai	5	all 94 annotation sequence names and lengths match the target FAI
GCF_009873245.2	EXACT_DICTIONARY	77fcea2a7d734808130d3a1acd6b3cf9ac9e4e44b054de1f5b45cc2c216f263f	/moosefs/erikg/vgp/objects/sha256/77/fc/77fcea2a7d734808130d3a1acd6b3cf9ac9e4e44b054de1f5b45cc2c216f263f	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_009873245.2/NCBI_Balaenoptera_musculus_Annotation_Release_100/GCF_009873245.2_mBalMus1.pri.v3_genomic.gff.gz""]"	NCBI Balaenoptera musculus Annotation Release 100	NCBI RefSeq	GFF3	1463669	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz.fai	5	all 106 annotation sequence names and lengths match the target FAI
GCF_010909765.2	EXACT_DICTIONARY	dcc66559f2543b2500c19c177a152fbb4ab90b3dd545176970db04ac964c0f61	/moosefs/erikg/vgp/objects/sha256/dc/c6/dcc66559f2543b2500c19c177a152fbb4ab90b3dd545176970db04ac964c0f61	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_010909765.2/GCF_010909765.2-RS_2026_05/GCF_010909765.2_sAmbRad1.1.pri_genomic.gff.gz""]"	GCF_010909765.2-RS_2026_05	NCBI RefSeq	GFF3	1184966	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/010/909/765/GCF_010909765.2/GCF_010909765.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/010/909/765/GCF_010909765.2/GCF_010909765.2.fa.gz.fai	4	all 957 annotation sequence names and lengths match the target FAI
GCF_011004845.1	EXACT_DICTIONARY	04446af70f8f1e6c248caf7c44135b1bf734a277cd4bbef49af2320e2b144bc4	/moosefs/erikg/vgp/objects/sha256/04/44/04446af70f8f1e6c248caf7c44135b1bf734a277cd4bbef49af2320e2b144bc4	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_011004845.1/NCBI_Esox_lucius_Annotation_Release_104/GCF_011004845.1_fEsoLuc1.pri_genomic.gff.gz""]"	NCBI Esox lucius Annotation Release 104	NCBI RefSeq	GFF3	1743941	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/004/845/GCF_011004845.1/GCF_011004845.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/004/845/GCF_011004845.1/GCF_011004845.1.fa.gz.fai	5	all 53 annotation sequence names and lengths match the target FAI
GCF_011100635.1	EXACT_DICTIONARY	5ab15b2525ecc386806d1b32e7e8af307e9eab8c4c95d159a2370b4869df3eaf	/moosefs/erikg/vgp/objects/sha256/5a/b1/5ab15b2525ecc386806d1b32e7e8af307e9eab8c4c95d159a2370b4869df3eaf	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_011100635.1/NCBI_Trichosurus_vulpecula_Annotation_Release_100/GCF_011100635.1_mTriVul1.pri_genomic.gff.gz""]"	NCBI Trichosurus vulpecula Annotation Release 100	NCBI RefSeq	GFF3	864561	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/100/635/GCF_011100635.1/GCF_011100635.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/100/635/GCF_011100635.1/GCF_011100635.1.fa.gz.fai	4	all 212 annotation sequence names and lengths match the target FAI
GCF_011100685.1	EXACT_DICTIONARY	a778743911854da826fb8b2e3ee627144eb3d91a65cc478c920c8e1cd9750cfb	/moosefs/erikg/vgp/objects/sha256/a7/78/a778743911854da826fb8b2e3ee627144eb3d91a65cc478c920c8e1cd9750cfb	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_011100685.1/NCBI_Canis_lupus_familiaris_Annotation_Release_106/GCF_011100685.1_UU_Cfam_GSD_1.0_genomic.gff.gz""]"	NCBI Canis lupus familiaris Annotation Release 106	NCBI RefSeq	GFF3	1949352	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/100/685/GCF_011100685.1/GCF_011100685.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/100/685/GCF_011100685.1/GCF_011100685.1.fa.gz.fai	5	all 2197 annotation sequence names and lengths match the target FAI
GCF_011762595.1	EXACT_DICTIONARY	9d5f40da468c24f611db046bf72d9a87500184018013f52160dd3aed1ccf1b5a	/moosefs/erikg/vgp/freeze1/objects/GCF/011/762/595/GCF_011762595.1/genes/GCF_011762595.1_mTurTru1.mat.Y.ncbiRefSeq.gtf.gz	[]	ncbiRefSeq	NCBI RefSeq/UCSC genePred export	GTF	1836666	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/762/595/GCF_011762595.1/GCF_011762595.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/011/762/595/GCF_011762595.1/GCF_011762595.1.fa.gz.fai	4	all 93 annotation sequence names and lengths match the target FAI
GCF_012275295.1	EXACT_DICTIONARY	feb8b730ec64638deda68bd71758c8eaa121a527bbb63d5e8e4c0c58b724c58f	/moosefs/erikg/vgp/objects/sha256/fe/b8/feb8b730ec64638deda68bd71758c8eaa121a527bbb63d5e8e4c0c58b724c58f	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_012275295.1/GCF_012275295.1-RS_2024_11/GCF_012275295.1_bMelUnd1.mat.Z_genomic.gff.gz""]"	GCF_012275295.1-RS_2024_11	NCBI RefSeq	GFF3	775836	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/012/275/295/GCF_012275295.1/GCF_012275295.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/012/275/295/GCF_012275295.1/GCF_012275295.1.fa.gz.fai	5	all 864 annotation sequence names and lengths match the target FAI
GCF_013347855.1	EXACT_DICTIONARY	6eeab56c822e09ae1abf6d0580394ee3006d7bd2f03283aee915865e401173f8	/moosefs/erikg/vgp/objects/sha256/6e/ea/6eeab56c822e09ae1abf6d0580394ee3006d7bd2f03283aee915865e401173f8	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_013347855.1/NCBI_Anguilla_anguilla_Annotation_Release_100/GCF_013347855.1_fAngAng1.pri_genomic.gff.gz""]"	NCBI Anguilla anguilla Annotation Release 100	NCBI RefSeq	GFF3	1734198	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/013/347/855/GCF_013347855.1/GCF_013347855.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/013/347/855/GCF_013347855.1/GCF_013347855.1.fa.gz.fai	5	all 54 annotation sequence names and lengths match the target FAI
GCF_013368585.1	EXACT_DICTIONARY	16818691145b65bf40fc01e59cea6afb5e29a21fe848231c3335020e6efb63c8	/moosefs/erikg/vgp/objects/sha256/16/81/16818691145b65bf40fc01e59cea6afb5e29a21fe848231c3335020e6efb63c8	"[""/moosefs/erikg/vgp/annotations/by-accession/GCF_013368585.1/NCBI_Megalops_cyprinoides_Annotation_Release_100/GCF_013368585.1_fMegCyp1.pri_genomic.gff.gz""]"	NCBI Megalops cyprinoides Annotation Release 100	NCBI RefSeq	GFF3	1102963	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/013/368/585/GCF_013368585.1/GCF_013368585.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/013/368/585/GCF_013368585.1/GCF_013368585.1.fa.gz.fai	5	all 207 annotation sequence names and lengths match the target FAI
